deployment,year,year_range,project_na,subproject,camera_tra,project_tr,camera_bra,camera_mod,cam_num,sd_num,Cam_SD,round,media_type,phase,protocol,HEXID,northing,easting,latitude,longitude,deployme_1,deployme_2,last_pic_d,last_use_d,collection,collecti_1,cam_nights,total_imag,forest_or_,forest_eco,habitat,setting,bushnell_b,bushnell_1,battery_pe,battery__1,device_wor,lithium_or,tem_logger,snowstake_,cam_orient,cam_orie_1,tree_speci,cam_lost,FLAG,FLAG_comme,deployme_3,distance,ORIG_FID,Shape_Leng,Shape_Area,Buffer,Buffer_cam
C0316,2023,2023-2024,North Country Wild,,"Erika, Brett Ford, Gus",0,Browning,Elite HP5,63,77,C063_SD077,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58636900000,-75.13969100000,17-Mar-2024,16:41,,,28-Jun-2024,14:53,,822,Kip Tract,3,Deciduous,Rural,0,0,100,56,TRUE,rechargable,,,0,North,black ash,,TRUE,"for some reason, pictures only begin on 22 May 2024 even though camera was deployed on 17 March 2024...",,3.52300000000,271,22135.66183720000,38991968.32620000000,P2,P2_C0316
C0317,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,Elite HP5,63,84,C063_SD084,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58636900000,-75.13969100000,30-Dec-2023,13:45,,,17-Mar-2024,16:39,,3,Kip Tract,3,Deciduous,Rural,0,0,100,77,TRUE,rechargable,,,0,,black ash,,TRUE,card error,"camera said ""card error"" when we checked it",3.52300000000,272,22135.66183720000,38991968.32620000000,P2,P2_C0317
C0318,2023,2023-2024,North Country Wild,,"Erika, Brett Ford, Gus",0,Browning,Elite HP5,69,21,C069_SD021,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58647800000,-75.13802600000,17-Mar-2024,16:32,,,28-Jun-2024,15:23,,5467,Kip Tract,2,Deciduous,Rural,0,0,100,100,TRUE,rechargable,,,0,North,red maple,,TRUE,windy - lots of images!,Ferns right up agains camera at retrieval,3.52300000000,273,22135.66183720000,38991968.32620000000,P2,P2_C0318
C0319,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,Elite HP5,69,60,C069_SD060,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58647800000,-75.13802600000,2-Nov-2023,13:04,30-Dec-2023,26-Dec-2023,30-Dec-2023,13:28,58,310,Kip Tract,2,Deciduous,Rural,0,0,100,24,TRUE,rechargable,,,0,North,red maple,,,,camera stake almost underwater. Animal has chewed off most of camera strap!,3.52300000000,274,22135.66183720000,38991968.32620000000,P2,P2_C0319
C0320,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,Elite HP5,69,91,C069_SD091,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58647800000,-75.13802600000,30-Dec-2023,13:35,,,17-Mar-2024,16:27,,681,Kip Tract,2,Deciduous,Rural,0,0,100,100,TRUE,rechargable,,,0,,red maple,,,,battery still on 100% at pick up!,3.52300000000,275,22135.66183720000,38991968.32620000000,P2,P2_C0320
C0217,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force HD Pro X,25,32,C025_SD032,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58541800000,-75.13446300000,26-Feb-2023,12:45,,,10-Mar-2023,12:00,,3,Kip Tract,,Deciduous,Rural,0,0,34,61,TRUE,rechargable,,,0,North,,,,,,3.52300000000,276,22135.66183720000,38991968.32620000000,P2,P2_C0217
C0219,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strikeforce HD Pro,28,4,C028_SD004,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58302800000,-75.13591200000,2-Apr-2023,13:45,,,24-Apr-2023,16:15,,0,Kip Tract,,Evergreen,Rural,0,0,73,45,TRUE,rechargable,,,0,North,,,no good photos - do not use,,,3.52300000000,277,22135.66183720000,38991968.32620000000,P2,P2_C0219
C0220,2022,2022-2023,Porcupines on Kip,,"Peyton, Kelsey, Jordan",0,Browning,Strike Force HD Pro,28,9,C028_SD009,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58302800000,-75.13591200000,2-Feb-2023,17:03,,,10-Mar-2023,13:23,,36,Kip Tract,,Evergreen,Rural,0,0,64,38,TRUE,rechargable,,,0,North,,,,,,3.52300000000,278,22135.66183720000,38991968.32620000000,P2,P2_C0220
C0222,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strikeforce HD Pro,28,85,C028_SD085,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58302800000,-75.13591200000,10-Mar-2023,13:24,,,2-Apr-2023,13:45,,43,Kip Tract,,Evergreen,Rural,0,0,38,31,TRUE,rechargable,,,0,North,,,,,,3.52300000000,279,22135.66183720000,38991968.32620000000,P2,P2_C0222
C0225,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strikeforce HD Pro,32,11,C032_SD011,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.38497300000,-75.14787500000,2-Apr-2023,13:23,,,24-Apr-2023,15:50,,111,Kip Tract,,Floodplain,Rural,0,0,41,39,TRUE,rechargable,,,0,North,,,,,,3.52300000000,280,22135.66183720000,38991968.32620000000,P2,P2_C0225
C0228,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force HD Pro,32,34,C032_SD034,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58660400000,-75.13513500000,10-Mar-2023,12:15,,,2-Apr-2023,13:23,,24,Kip Tract,,Floodplain,Rural,0,0,41,40,TRUE,rechargable,,,0,North,aspen,,,,,3.52300000000,281,22135.66183720000,38991968.32620000000,P2,P2_C0228
C0229,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force HD Pro,32,71,C032_SD071,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58660400000,-75.13513500000,26-Feb-2023,12:06,,,10-Mar-2023,12:15,,12,Kip Tract,,Floodplain,Rural,0,0,40,41,TRUE,rechargable,,,0,North,aspen,,,,,3.52300000000,282,22135.66183720000,38991968.32620000000,P2,P2_C0229
C0230,2022,2022-2023,Porcupines on Kip,,"Erika, Peyton, Gus",0,Browning,Strike Force HD Pro,32,93,C032_SD093,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58660400000,-75.13513500000,2-Feb-2023,13:15,,,26-Feb-2023,12:06,,42,Kip Tract,,Floodplain,Rural,0,0,64,40,TRUE,rechargable,,,0,North,aspen,,,,,3.52300000000,283,22135.66183720000,38991968.32620000000,P2,P2_C0230
C0234,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force HD Pro X,35,5,C035_SD005,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58541800000,-75.13446300000,10-Mar-2023,12:00,,,2-Apr-2023,12:15,,57,Kip Tract,,Deciduous,Rural,0,0,61,55,TRUE,rechargable,,,0,North,,,,,,3.52300000000,284,22135.66183720000,38991968.32620000000,P2,P2_C0234
C0235,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force HD Pro X,35,16,C035_SD016,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58541800000,-75.13446300000,2-Apr-2023,12:15,,,24-Apr-2023,14:30,,3,Kip Tract,,Deciduous,Rural,0,0,55,58,TRUE,rechargable,,,0,North,,,,,,3.52300000000,285,22135.66183720000,38991968.32620000000,P2,P2_C0235
C0236,2022,2022-2023,Porcupines on Kip,,"Erika, Peyton, Gus",0,Browning,Strike Force HD Pro X,35,84,C035_SD084,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58541800000,-75.13446300000,2-Feb-2023,13:40,,,26-Feb-2023,12:45,,33,Kip Tract,,Deciduous,Rural,0,0,92,34,TRUE,rechargable,,,0,North,,,,,,3.52300000000,286,22135.66183720000,38991968.32620000000,P2,P2_C0236
C0240,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force HD Pro X,38,19,C038_SD019,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58301700000,-75.14469200000,10-Mar-2023,12:59,,,2-Apr-2023,13:05,,18,Kip Tract,,Mixed,Rural,0,0,69,54,TRUE,rechargable,,,0,North,cherry,,,,,3.52300000000,287,22135.66183720000,38991968.32620000000,P2,P2_C0240
C0241,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force HD Pro X,38,35,C038_SD035,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58301700000,-75.14469200000,16-Feb-2023,13:00,,,10-Mar-2023,12:54,,24,Kip Tract,,Mixed,Rural,0,0,100,69,TRUE,rechargable,,,0,North,cherry,,,,,3.52300000000,288,22135.66183720000,38991968.32620000000,P2,P2_C0241
C0243,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force HD Pro X,38,61,C038_SD061,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58301700000,-75.14469200000,2-Apr-2023,13:05,,,24-Apr-2023,15:24,,75,Kip Tract,,Mixed,Rural,0,0,54,55,TRUE,rechargable,,,0,North,cherry,,,,,3.52300000000,289,22135.66183720000,38991968.32620000000,P2,P2_C0243
C0245,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,39,17,C039_SD017,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58359000000,-75.14245500000,16-Feb-2023,13:21,,,10-Mar-2023,12:47,,6,Kip Tract,,Mixed,Rural,0,0,100,81,TRUE,rechargable,,,0,North,white pine,,,,,3.52300000000,290,22135.66183720000,38991968.32620000000,P2,P2_C0245
C0246,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,39,21,C039_SD021,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58359000000,-75.14245500000,10-Mar-2023,12:47,,,2-Apr-2023,13:00,,33,Kip Tract,,Mixed,Rural,0,0,81,65,TRUE,rechargable,,,0,North,white pine,,,,,3.52300000000,291,22135.66183720000,38991968.32620000000,P2,P2_C0246
C0247,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,39,38,C039_SD038,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58359000000,-75.14245500000,2-Apr-2023,13:00,,,24-Apr-2023,15:15,,0,Kip Tract,,Mixed,Rural,0,0,65,80,TRUE,rechargable,,,0,North,white pine,,cam not working - no photos,,do not use,3.52300000000,292,22135.66183720000,38991968.32620000000,P2,P2_C0247
C0249,2022,2022-2023,Porcupines on Kip,,"Peyton, Kelsey, Jordan",0,Browning,Strike Force Pro XD,41,24,C041_SD024,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58301800000,-75.14086800000,2-Feb-2023,16:43,,,10-Mar-2023,12:43,,46,Kip Tract,,Mixed,Rural,0,0,100,71,TRUE,rechargable,,,0,North,sugar maple,,,,camera was off on arrival 12/26 (elb editorial: not sure what that means),3.52300000000,293,22135.66183720000,38991968.32620000000,P2,P2_C0249
C0251,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,41,60,C041_SD060,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58301800000,-75.14086800000,2-Apr-2023,12:55,,,24-Apr-2023,15:08,,0,Kip Tract,,Mixed,Rural,0,0,59,60,TRUE,rechargable,,,0,North,sugar maple,,no images,,,3.52300000000,294,22135.66183720000,38991968.32620000000,P2,P2_C0251
C0252,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,41,64,C041_SD064,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58301800000,-75.14086800000,10-Mar-2023,12:43,,,2-Apr-2023,12:55,,165,Kip Tract,,Mixed,Rural,0,0,71,59,TRUE,rechargable,,,0,North,sugar maple,,,,,3.52300000000,295,22135.66183720000,38991968.32620000000,P2,P2_C0252
C0256,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,47,7,C047_SD007,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58415300000,-75.14852200000,16-Feb-2023,12:30,,,10-Mar-2023,13:06,,15,Kip Tract,,Floodplain,Rural,0,0,100,37,TRUE,rechargable,,,0,North,cherry,,,,,3.52300000000,296,22135.66183720000,38991968.32620000000,P2,P2_C0256
C0257,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,47,26,C047_SD026,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58415300000,-75.14852200000,2-Apr-2023,13:17,,,24-Apr-2023,15:43,,57,Kip Tract,,Floodplain,Rural,0,0,35,36,TRUE,rechargable,,,0,North,cherry,,,,,3.52300000000,297,22135.66183720000,38991968.32620000000,P2,P2_C0257
C0258,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,47,77,C047_SD077,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58415300000,-75.14852200000,10-Mar-2023,13:06,,,2-Apr-2023,13:17,,18,Kip Tract,,Floodplain,Rural,0,0,37,35,TRUE,rechargable,,,0,North,cherry,,,,,3.52300000000,298,22135.66183720000,38991968.32620000000,P2,P2_C0258
C0260,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,48,3,C048_SD003,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58422600000,-75.14468000000,2-Apr-2023,13:10,,,24-Apr-2023,15:32,,81,Kip Tract,,Deciduous,Rural,0,0,82,40,TRUE,rechargable,,,0,North,,,,,,3.52300000000,299,22135.66183720000,38991968.32620000000,P2,P2_C0260
C0261,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,48,25,C048_SD025,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58422600000,-75.14468000000,10-Mar-2023,12:58,,,2-Apr-2023,13:10,,30,Kip Tract,,Deciduous,Rural,0,0,38,34,TRUE,rechargable,,,0,North,,,,,,3.52300000000,300,22135.66183720000,38991968.32620000000,P2,P2_C0261
C0262,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,48,62,C048_SD062,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58422600000,-75.14468000000,16-Feb-2023,12:50,,,10-Mar-2023,12:58,,15,Kip Tract,,Deciduous,Rural,0,0,100,38,TRUE,rechargable,,,0,North,,,,,,3.52300000000,301,22135.66183720000,38991968.32620000000,P2,P2_C0262
C0268,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,51,13,C051_SD013,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58325800000,-75.13975400000,2-Apr-2023,12:50,,,24-Apr-2023,15:00,,0,Kip Tract,,Evergreen,Rural,0,0,39,39,TRUE,rechargable,,,0,North,,,no images,,,3.52300000000,302,22135.66183720000,38991968.32620000000,P2,P2_C0268
C0269,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,51,36,C051_SD036,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58325800000,-75.13975400000,10-Mar-2023,12:37,,,2-Apr-2023,12:50,,33,Kip Tract,,Evergreen,Rural,0,0,39,35,TRUE,rechargable,,,0,North,,,,,,3.52300000000,303,22135.66183720000,38991968.32620000000,P2,P2_C0269
C0270,2022,2022-2023,Porcupines on Kip,,"Peyton, Kelsey, Jordan",0,Browning,Strike Force Pro XD,51,65,C051_SD065,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58325800000,-75.13975400000,26-Feb-2023,11:30,,,10-Mar-2023,12:37,,6,Kip Tract,,Evergreen,Rural,0,0,38,39,TRUE,rechargable,,,0,North,,,,,,3.52300000000,304,22135.66183720000,38991968.32620000000,P2,P2_C0270
C0272,2022,2022-2023,Porcupines on Kip,,"Peyton, Kelsey, Jordan",0,Browning,Strike Force Pro XD,51,75,C051_SD075,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58325800000,-75.13975400000,2-Feb-2023,16:32,,,26-Feb-2023,11:30,,39,Kip Tract,,Evergreen,Rural,0,0,99,38,TRUE,rechargable,,,0,North,,,,,,3.52300000000,305,22135.66183720000,38991968.32620000000,P2,P2_C0272
C0274,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,52,6,C052_SD006,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58404800000,-75.13902800000,26-Feb-2023,12:20,,,10-Mar-2023,12:33,,3,Kip Tract,,Floodplain,Rural,0,0,42,36,TRUE,rechargable,,,0,North,,,,,missing stake,3.52300000000,306,22135.66183720000,38991968.32620000000,P2,P2_C0274
C0275,2022,2022-2023,Porcupines on Kip,,"Peyton, Kelsey, Jordan",0,Browning,Strike Force Pro XD,52,12,C052_SD012,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58404800000,-75.13902800000,2-Feb-2023,16:17,,,26-Feb-2023,12:20,,54,Kip Tract,,Floodplain,Rural,0,0,88,42,TRUE,rechargable,,,0,North,,,,,missing stake at pickup,3.52300000000,307,22135.66183720000,38991968.32620000000,P2,P2_C0275
C0277,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,52,86,C052_SD086,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58404800000,-75.13902800000,10-Mar-2023,12:33,,,24-Apr-2023,14:52,,165,Kip Tract,,Floodplain,Rural,0,0,36,39,TRUE,rechargable,,,0,North,,,,,,3.52300000000,308,22135.66183720000,38991968.32620000000,P2,P2_C0277
C0281,2022,2022-2023,Porcupines on Kip,,"Peyton, Kelsey, Jordan",0,Browning,Strike Force Pro XD,54,66,C054_SD066,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58362700000,-75.13783600000,2-Feb-2023,16:05,,,26-Feb-2023,11:45,,20,Kip Tract,,Evergreen,Rural,0,0,20,0,TRUE,rechargable,,,0,North,eastern hemlock,,,,battery dead on pickup,3.52300000000,309,22135.66183720000,38991968.32620000000,P2,P2_C0281
C0283,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,56,1,C056_SD001,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58523400000,-75.13551500000,26-Feb-2023,11:45,,,10-Mar-2023,12:07,,0,Kip Tract,,Deciduous,Rural,0,0,34,31,TRUE,rechargable,,,0,North,American beech,,,,,3.52300000000,310,22135.66183720000,38991968.32620000000,P2,P2_C0283
C0284,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,56,18,C056_SD018,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58523400000,-75.13551500000,10-Mar-2023,12:07,,,2-Apr-2023,12:17,,6,Kip Tract,,Deciduous,Rural,0,0,31,56,TRUE,rechargable,,,0,North,American beech,,,,,3.52300000000,311,22135.66183720000,38991968.32620000000,P2,P2_C0284
C0285,2022,2022-2023,Porcupines on Kip,,"Peyton, Kelsey, Jordan",0,Browning,Strike Force Pro XD,56,70,C056_SD070,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58523400000,-75.13551500000,2-Feb-2023,15:49,,,26-Feb-2023,11:45,,33,Kip Tract,,Deciduous,Rural,0,0,100,34,TRUE,rechargable,,,0,North,American beech,,,,,3.52300000000,312,22135.66183720000,38991968.32620000000,P2,P2_C0285
C0286,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,56,95,C056_SD095,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58523400000,-75.13551500000,2-Apr-2023,12:17,,,24-Apr-2023,14:36,,18,Kip Tract,,Deciduous,Rural,0,0,56,39,TRUE,rechargable,,,0,North,American beech,,,,,3.52300000000,313,22135.66183720000,38991968.32620000000,P2,P2_C0286
C0288,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,57,8,C057_SD008,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58362700000,-75.13783600000,10-Mar-2023,12:30,,,2-Apr-2023,12:40,,3,Kip Tract,,Evergreen,Rural,0,0,41,28,TRUE,rechargable,,,0,North,eastern hemlock,,,,,3.52300000000,314,22135.66183720000,38991968.32620000000,P2,P2_C0288
C0289,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,57,12,C057_SD012,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58362700000,-75.13783600000,2-Apr-2023,12:40,,,24-Apr-2023,14:45,,12,Kip Tract,,Evergreen,Rural,0,0,50,35,TRUE,rechargable,,,0,North,eastern hemlock,,,,,3.52300000000,315,22135.66183720000,38991968.32620000000,P2,P2_C0289
C0291,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,57,14,C057_SD104,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58326700000,-75.13783600000,26-Feb-2023,11:55,,,10-Mar-2023,12:29,,3,Kip Tract,,Evergreen,Rural,0,0,100,41,TRUE,rechargable,,,0,North,eastern hemlock,,,,,3.52300000000,316,22135.66183720000,38991968.32620000000,P2,P2_C0291
C0321,2022,2022-2023,Porcupines on Kip,,Peyton,0,Browning,Strike Force Pro XD,57,66,C057_SD066,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58362700000,-75.13783600000,2-Feb-2023,16:05,,,26-Feb-2023,11:45,,20,Kip Tract,,Evergreen,Rural,0,0,20,0,TRUE,rechargable,,,0,,hemlock,,,,battery dies 2/26 12:03 pm,3.52300000000,317,22135.66183720000,38991968.32620000000,P2,P2_C0321
C0221,2022,2022-2023,Snapshot USA,,"Erika, Gus",0,Browning,Strike Force HD Pro,28,83,C028_SD083,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.41426300000,-75.06637800000,24-Sep-2022,14:04,,,24-Nov-2022,12:34,,5529,Lampson Falls,,Deciduous,Wild,0,0,78,27,TRUE,rechargable,,,0,,red maple,,camera malfunction,,camera malfunction/setting problem = 5529 images! paced distance b/w camera and scale bar - forgot rope,3.52300000000,318,22135.66183720000,38991968.32620000000,P2,P2_C0221
C0242,2022,2022-2023,Snapshot USA,,"Erika, Gus",0,Browning,Strike Force HD Pro X,38,60,C038_SD060,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.40598700000,-75.06860900000,24-Sep-2022,12:15,,,24-Nov-2022,13:48,,609,Lampson Falls,,Mixed,Wild,0,0,100,61,TRUE,rechargable,,,0,,red maple,,,,paced distance b/w camera and scale bar - forgot rope,3.52300000000,319,22135.66183720000,38991968.32620000000,P2,P2_C0242
C0259,2022,2022-2023,Snapshot USA,,"Erika, Gus",0,Browning,Strike Force Pro XD,47,77,C047_SD077,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.40957500000,-75.06683000000,24-Sep-2022,12:39,,,24-Nov-2022,13:32,,344,Lampson Falls,,Mixed,Wild,0,0,100,38,TRUE,rechargable,,,0,,red maple,,,,paced distance b/w camera and scale bar - forgot rope,3.52300000000,320,22135.66183720000,38991968.32620000000,P2,P2_C0259
C0263,2022,2022-2023,Snapshot USA,,"Erika, Gus",0,Browning,Strike Force Pro XD,48,70,C048_SD070,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.41598900000,-75.07160600000,24-Sep-2022,13:15,,,24-Nov-2022,13:08,,99,Lampson Falls,,Mixed,Wild,0,0,100,35,TRUE,rechargable,,,0,,catscratch,,,,paced distance b/w camera and scale bar - forgot rope,3.52300000000,321,22135.66183720000,38991968.32620000000,P2,P2_C0263
C0321,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,HD Pro X,36,34,C036_SD034,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.44092200000,-75.07259300000,29-Dec-2023,11:00,16-May-2024,,16-May-2024,11:23,,5241,Donnerville,1,Deciduous,Rural,0,0,0,52,TRUE,rechargable,,,0,North,sugar maple,,TRUE,lots of blowing leaves,"camera working on pickup! Times are all incorrect (12 hours late - set to pm rather than am) but dates are correct. Corrected times in DateTimeOriginal exif field upon processing. There was not a deployment data sheet created, so I made one when I picked",3.52300000000,322,22135.66183720000,38991968.32620000000,P2,P2_C0321
C0322,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,HD Pro X,35,161,C035_SD161,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.43876700000,-75.07202200000,29-Dec-2023,15:00,16-May-2024,,16-May-2024,10:55,,453,Donnerville,2,Deciduous,Rural,0,0,0,58,TRUE,rechargable,,,0,North,juneberry,,,,"camera working on pickup! There was not a deployment data sheet created, so I made one when I picked up the camera and used the information from the prior deployment collection date/time as the deployment date time here.",3.52300000000,323,22135.66183720000,38991968.32620000000,P2,P2_C0322
C0323,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,HD Pro,31,32,C031_SD032,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.44025600000,-75.07361500000,29-Dec-2023,11:00,7-Mar-2024,7-Mar-2024,16-May-2024,11:12,,72,Donnerville,3,Deciduous,Rural,0,0,0,0,FALSE,rechargable,,,0,North,sugar maple,,,,"Camera was wet inside and SD card was wet. No deployment data sheet existed so I created one when I picked up the camera, using the date the camera was checked in December as the deployment start date. The camera had a date/time error so I corrected the",3.52300000000,324,22135.66183720000,38991968.32620000000,P2,P2_C0323
